TmdbId,Title,Tagline,Overview,ReleaseDate,Runtime,Budget,Revenue,Language,Genres,Keywords,Rating,Votes
228967,The Interview,The Film Hackers Tried To Get Banned,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",12/25/2014,112,44000000,12342632,en,Action;Comedy,cia;coup d'etat;north korea;assassination attempt;evil dictator,6.1,2304
46528,The Warrior's Way,Assassin. Hero. Legend.,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",12/2/2010,100,42000000,11087569,en,Adventure;Fantasy;Action;Western;Thriller,assassin;small town;forest;revenge;deception;super speed;surprise ending,6.3,136
27936,Micmacs,Non Stop Madness,"A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.  Avid movie-watcher and video store clerk Bazil has had his life all but ruined by weapons of war. His father was killed by a landmine in Morocco and one fateful night a stray bullet from a nearby shootout embeds itself in his skull, leaving him on the verge of instantaneous death. Losing his job and his home, Bazil wanders the streets until he meets Slammer, a pardoned convict who introduces him to a band of eccentric junkyard dealers including Calculator, a math expert and statistician, Buster, a record-holder in human cannonball feats, Tiny Pete, an artistic craftsman of automatons, and Elastic Girl, a sassy contortionist. When chance reveals to Bazil the two weapons manufacturers responsible for building the instruments of his destruction, he constructs a complex scheme for revenge that his newfound family is all too happy to help set in motion.",10/28/2009,100,33000000,14000000,fr,Action;Comedy;Crime,unemployment;contortionist;human cannonball,6.8,148
65,8 Mile,Every moment is another chance.,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",11/8/2002,110,41000000,215000000,en,Drama,individual;street gang;adolescence;rap music;hip-hop;rhyme battle;trailer park;ethnic stereotype;single;detroit;eminem,6.8,1626
280391,Why I Did (Not) Eat My Father,These feet are made for walkin',"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers.",4/8/2015,100,0,0,fr,Adventure;Comedy;Animation,animation;evolution;humanity,5.3,125
9476,A Knight's Tale,He Will Rock You,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",5/11/2001,132,65000000,117487473,en,Adventure;Drama;Romance;Action,poetry;knight;tournament;duel;torture;writer;impostor;church;game;jousting;aftercreditsstinger,6.6,907
10610,The Medallion,,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,8/15/2003,88,41000000,0,en,Thriller;Fantasy;Action;Comedy,detective;medallion;leather jacket;wretch;fighter;wizardry;interpol,5.3,281
745,The Sixth Sense,Not every gift is a blessing.,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",8/6/1999,107,40000000,672806292,en,Mystery;Thriller;Drama,child abuse;sense of guilt;loss of child;confidence;psychology;dying and death;marriage crisis;afterlife;single;paranormal phenomena;cowardliness;child;spiritism,7.7,3147
49527,Man on a Ledge,You can only push an innocent man so far,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",1/13/2012,102,42000000,46221189,en,Action;Thriller;Crime,deception;new york city;rooftop;diamond heist;framed for a crime;escaped prisoner;negotiator,6.2,925
73937,The Big Year,Everyone is searching for something.,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",10/13/2011,100,41000000,7448385,en,Comedy,helicopter;based on novel;honeymoon;airplane;birding;birdwatching;duringcreditsstinger,5.6,248
1885,The Karate Kid,Only the 'Old One' could teach him the secrets of the masters.,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",6/22/1984,126,8000000,90815558,en,Drama,flat;taskmaster;karate;egg;kids and family;motorcycle,6.9,891
168672,American Hustle,Everyone Hustles To Survive,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",12/12/2013,138,40000000,251171807,en,Drama;Crime,con artist;scam;mobster;fbi agent,6.8,2807
18240,The Proposal,Here comes the bribe...,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",6/1/2009,108,40000000,317375031,en,Comedy;Romance;Drama,fictitious marriage;deportation;immigration law;romantic comedy;alaska;naked scene;co-worker;humiliation;book editor;fake boyfriend;duringcreditsstinger;woman director;pretend relationship,6.7,1804
10398,Double Jeopardy,Murder isn't always a crime.,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",9/24/1999,105,70000000,177841558,en,Crime;Drama;Mystery;Thriller,prison;sailboat;sailing trip;new orleans;women's prison;probation;murder hunt,6.2,278
165,Back to the Future Part II,"Roads? Where we're going, we don't need roads!","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",11/20/1989,108,40000000,332000000,en,Adventure;Comedy;Family;Science Fiction,skateboarding;flying car;car race;delorean;lightning;almanac;inventor;time travel;sequel;diner;alternate history;teenager;electric guitar;walking cane;high school dance;hoverboard;video phone,7.4,3829
240832,Lucy,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",7/14/2014,89,40000000,126546825,en,Action;Science Fiction,artificial intelligence;telepathy;intelligence;drug mule;telekinesis;futuristic;drug;superpower;tough girl;imax;surgery;brain capacity;synthetic drug;human brain,6.3,5878
216015,Fifty Shades of Grey,Are you curious?,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",2/11/2015,125,40000000,571006128,en,Drama;Romance;Thriller,based on novel;perversion;spanking;billionaire;bdsm;woman director,5.2,3254
12279,Spy Kids 3-D: Game Over,3rd Mission. 3rd Dimension.,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",7/25/2003,84,38000000,197011982,en,Action;Adventure;Comedy;Family;Science Fiction,video game;intelligence;liberation;child hero;mission,4.7,511
1645,A Time to Kill,Experience a time you'll never forget.,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",7/24/1996,149,40000000,152266007,en,Crime;Drama;Thriller,ku klux klan;rape;mississippi;jurors;blackmail;attempted murder;forgiveness;court;shooting;murder;suspense;lawyer;trial;courtroom;racial tension;kkk;racial issues;courtroom drama,7.0,509
11007,Cheaper by the Dozen,Growing pains? They've got twelve of them!,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",12/24/2003,98,40000000,190212113,en,Comedy,big family;new job;aspiring actor;smart kid,6.0,699
193756,Lone Survivor,Based on True Acts of Courage,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.",12/24/2013,121,40000000,149295601,en,Action;Drama;Thriller;War,war;survival;navy seal;military;dangerous mission,7.4,1526
11287,A League of Their Own,"To achieve the incredible, you have to attempt the impossible.","Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field.",7/1/1992,128,40000000,107458785,en,Comedy,baseball;world war ii;sport;baseball player;female athlete;home front;woman director;1940s,6.7,354
259693,The Conjuring 2,The next true story from the case files of Ed and Lorraine Warren,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,5/13/2016,134,40000000,320170008,en,Horror,london england;england;1970s;spirit;single mother;demon;paranormal investigation;demonic possession;valak;annabelle,7.0,1949
37799,The Social Network,You don't get to 500 million friends without making a few enemies.,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",9/30/2010,120,40000000,224920315,en,Drama,hacker;hacking;creator;frat party;social network;deposition;intellectual property;entrepreneur;arrogance;young entrepreneur;facebook,7.1,3391
10184,He's Just Not That Into You,Are you the exception...or the rule?,"Remember that really cute guy who said he'd call – and didn't? Maybe he lost your number. Maybe he's in the hospital. Maybe he's awed by your beauty, brains or success. Or maybe... he's just not that into you.",2/6/2009,129,40000000,177259441,en,Comedy;Romance;Drama,relationship;ensemble cast;duringcreditsstinger,6.2,959
4257,Scary Movie 4,Bury the grudge. Burn the village.  See the saw.,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",4/13/2006,83,45000000,178262620,en,Comedy,haunted house;alien life-form;riesen-ipod,5.3,750
4234,Scream 3,Someone has taken their love of trilogies one step too far.,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",2/3/2000,116,40000000,161834276,en,Horror;Mystery,mask;metal detector;film director;ex-cop;reporter;slasher;scream;series of murders,5.7,736
196,Back to the Future Part III,They've saved the best trip for last... But this time they may have gone too far.,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",5/25/1990,118,40000000,244527583,en,Adventure;Comedy;Family;Science Fiction,railroad robber;california;delorean;indian territory;sports car;inventor;locomotive;saloon;horseback riding;time travel;outlaw;sequel;mad scientist;native american;western;shootout;gunfight;train;wild west;cavalry,7.1,2900
257091,Get Hard,An education in incarceration.,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",3/26/2015,100,40000000,111811453,en,Comedy,prison;training;framed;embezzlement,5.9,944
6114,Dracula,Love never dies.,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",11/13/1992,128,40000000,215862692,en,Romance;Horror,adultery;maze;vampire;bite;remake;rough sex;wake;religious conflict;bestiality;correspondence;vampire sex;autonomous shadow;vlad;fang vamp,7.1,1056
24803,Julie & Julia,Based on Two True Stories,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",8/6/2009,123,40000000,129540499,en,Romance;Drama,cooking;book;cookbook;blog;recipe;woman director;publishing,6.6,560
109410,42,The True Story Of An American Legend,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",4/12/2013,128,40000000,95020213,en,Drama,baseball;biography;sport;brooklyn dodgers,6.8,787
1213,The Talented Mr. Ripley,How far would you go to become someone else?,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",12/25/1999,139,40000000,128798265,en,Thriller;Crime;Drama,venice;italy;gay;new york;lovesickness;double life;dual identity;jealousy;secret identity;new love;homicide;atlantic ocean;new identity;planned murder;prosecution;yacht;ship;inferiority;false identity;beguilement;rejection;inferiority complex;ocean liner;friendship;homosexuality;wealth;cowardliness;envy,7.0,767
100042,Dumb and Dumber To,The Second Parts Are More Fools,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",11/12/2014,110,40000000,169837010,en,Comedy,friendship;sequel;road movie;buddy comedy,5.4,1127
9036,Eight Below,"The Most Amazing Story Of Survival, Friendship, And Adventure Ever Told.","In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",2/17/2006,120,40000000,120455994,en,Adventure;Drama;Family,expedition;pilot;survival;sled dogs;seal,6.7,542
257211,The Intern,Experience never gets old,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",9/24/2015,121,35000000,194564672,en,Comedy,intern;woman director,7.1,1881
323675,Ride Along 2,The brothers-in-law are back,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",1/14/2016,102,40000000,124827316,en,Action;Comedy,police;sequel;police officer;brother-in-law brother-in-law relationship;black men;buddy film,6.1,555
9361,The Last of the Mohicans,The first American hero.,"As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",9/25/1992,112,40000000,75505856,en,Action;Adventure;Drama;History;Romance;War,secret love;mohawk;native american;18th century;french and indian war,7.1,732
1677,Ray,The extraordinary life story of Ray Charles.,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.",10/29/2004,152,40000000,124731534,en,Drama;Music,black people;soul;country music;loss of brother;1970s;jazz;blindness and impaired vision;georgia;overdose;bus ride;record producer;biography;from rags to riches;childhood trauma;gospel;indianapolis;record label;recording studio,7.2,467
187,Sin City,Walk down the right back alley in Sin City and you can find anything...,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",4/1/2005,124,40000000,158733820,en,Action;Thriller;Crime,dystopia;based on comic book;held captive;based on graphic novel;black and white and color;black and white scene;black and white to color;mysterious killer;doing the right thing;mercedes;silhouette;neo-noir,7.2,2691
7461,Vantage Point,"8 Strangers, 8 points of view.  1 Truth.",The attempted assassination of the American President is told and re-told from several different perspectives.,2/1/2008,90,40000000,151161491,en,Drama;Action;Thriller;Crime,bomb;terror;spain;usa president;terrorist;war against terror;camera;car journey;press;television;camcorder;bodyguard;safety;terror cell;limousine;media;security guard,6.2,716
16538,"I Love You, Man",He needed a best man... He got the worst.,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",3/20/2009,105,41000000,91636986,en,Comedy,poker;bondage;duringcreditsstinger,6.5,515
9889,Shallow Hal,Are You A Shallow Guy?,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",11/1/2001,114,40000000,141069860,en,Comedy;Romance,overweight;beauty;hypnosis;overweight man;overweight woman;oberflächlichkeit;kompliment;obesity;fat suit;beauty standards;fat man;fat woman;attractiveness,5.7,731
820,JFK,The story that won’t go away.,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,12/20/1991,189,40000000,205405498,en,Drama;Thriller;History,assassination;cia;homophobia;new orleans;vietnam war;john f. kennedy;investigation;government;historical figure;president;conspiracy;death;kennedy assassination,7.5,502
11565,Big Momma's House 2,The momma of all comedies is back!!!,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",1/26/2006,99,40000000,138259062,en,Comedy;Crime,undercover;nanny;computer virus;stress;undercover agent;overweight woman;children;disguise;fbi agent;impersonation,5.4,371
6073,The Mexican,Love with the safety off.,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",3/1/2001,123,57000000,147845033,en,Action;Comedy;Crime;Romance,kidnapping;pistol,5.8,441
16996,17 Again,Who says you're only young once?,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",3/11/2009,102,20000000,136267476,en,Comedy,high school;bullying;high school sports;fake identity;adult as a child;do over,6.1,1350
193610,The Other Woman,The oddest friends are about to get even,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",4/16/2014,109,40000000,196781193,en,Comedy;Romance,infidelity;revenge;unfaithful boyfriend;woman;sitting on a toilet;public toilet;marital infidelity;laxative;unfaithful husband,6.2,1437
19912,The Final Destination,Rest In Pieces,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",8/26/2009,82,40000000,186167139,en,Horror;Mystery,car race;dying and death;plan;stock-car-race;car crash;premonition;gore;vision,5.4,831
296098,Bridge of Spies,"In the shadow of war, one man showed the world what we stood for.","During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",10/15/2015,141,40000000,165478348,en,Thriller;Drama,spy;cia;cold war;soviet union;pilot;lawyer;american,7.2,2583
8007,Behind Enemy Lines,His only weapon is his will to survive.,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",11/17/2001,106,40000000,91753202,en,Action;Drama;Thriller;War,helicopter;war crimes;sniper;bosnia and herzegovina;fighter pilot;bosnian war of 1992-1995;rescue;escape;tank;atrocity;gunfight;combat;military;mine field;action hero;aircraft carrier;reconnaissance;mass grave,6.0,457
32823,Get Him to the Greek,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",6/4/2010,109,40000000,90029656,en,Comedy,aftercreditsstinger,5.9,612
4380,Shall We Dance?,Step out of the ordinary,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",10/15/2004,107,50000000,170128460,en,Drama;Romance;Comedy,jealousy;wife husband relationship;dancing master,5.9,297
11551,Small Soldiers,"The few, the proud, and the small.","When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",7/10/1998,110,40000000,54682547,en,Comedy;Adventure;Fantasy;Science Fiction;Action,defense industry;toy shop;technical toy;soldier;prototype;killer toys;toy comes to life,6.2,511
10336,Spawn,Born in darkness. Sworn to justice.,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",7/31/1997,96,40000000,87840042,en,Action;Adventure;Fantasy;Horror;Science Fiction;Thriller,anti hero;secret agent;fistfight;based on comic book;burn victim,5.0,336
11362,The Count of Monte Cristo,Prepare for adventure. Count on revenge.,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",1/23/2002,131,35000000,75395048,en,Action;Adventure;Drama;Thriller,loss of lover;lover (female);ex-lover;torture;napoleon bonaparte,7.3,453
50348,The Lincoln Lawyer,This Case is a Dangerous Game of Life and Death,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,3/17/2011,119,40000000,85412898,en,Crime;Drama;Thriller,judge;arrest;jury;private investigator,7.0,902
48138,Unknown,Take Back Your Life,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.",2/16/2011,113,30000000,130786397,en,Action;Mystery;Thriller,taxi;hotel;coma;taxi driver;prince;briefcase;hospital;stolen identity,6.5,1265
1124,The Prestige,Are You Watching Closely?,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",10/19/2006,130,40000000,109676311,en,Drama;Mystery;Thriller,competition;secret;obsession;magic;dying and death;class society;illusion;tricks;hostility;class;rivalry,8.0,4391
227159,Horrible Bosses 2,New Crime. Same Tools.,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",11/26/2014,108,42000000,107670357,en,Comedy,prison;kidnapping;sequel;car chase;sex addict;sex tape,6.1,1536
68179,Escape from Planet Earth,Earth's greatest secrets are about to break out!,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,2/14/2013,89,40000000,74597643,en,Animation;Comedy;Adventure;Family;Science Fiction,spaceship;alien;rescue;escape;planet;astronaut;Γη;mission control,5.7,332
1579,Apocalypto,No one can outrun their destiny.,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",12/7/2006,139,40000000,120175290,en,Action;Adventure;Drama;Thriller,loss of family;solar eclipse;slavery;jaguar;village;maya civilization;forest;tribe;human sacrifice;central america;maya;ancient civilization;yucatec maya language,7.3,1221
708,The Living Daylights,Licensed to thrill.,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,6/29/1987,130,40000000,191185897,en,Action;Adventure;Thriller,london england;smuggling of arms;prison;england;assassination;spy;falsely accused;secret identity;country estate;arms deal;russia;drug traffic;secret mission;secret intelligence service;kgb;villain;renegade;special car;tangier morocco;big wheel;pipeline;cello;orchestra;freedom fighter;czechoslovakia;bratislava;afghanistan;airplane;schloss schönbrunn;escape;moscow;vienna,6.2,440
34851,Predators,Fear is Reborn,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.",7/3/2010,107,40000000,126248813,en,Action;Science Fiction;Adventure;Thriller,hunter;predator;yakuza;hunting human beings;alien life-form;sequel;alien;alien planet;jungle;soldier;warrior,6.0,1206
9930,Legal Eagles,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",6/18/1986,116,0,0,en,Comedy;Crime;Drama;Romance;Thriller,court case;client;lawyer;courtroom,5.8,51
1586,Secret Window,The most important part of a story is the ending.,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",3/12/2004,96,40000000,92913171,en,Thriller;Mystery,alcohol;adultery;detective;mississippi;jealousy;isolation;paranoia;motel;window;nightmare;letter;ax;notebook;police;murder;mystery;arson;writer;divorce,6.4,972
2044,The Lake House,How do you hold on to someone you've never met?,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",6/16/2006,99,40000000,114830111,en,Romance;Drama;Mystery,chicago;writing;architect;future;time;architecture;mysterious letter;near future;first kiss;romantic drama;passage of time,6.5,670
9913,The Skeleton Key,Fearing Is Believing,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,7/29/2005,104,43000000,91974818,en,Drama;Horror;Mystery;Thriller,nurse;secret;dream;fight;kidnapping;new orleans;key;plantation;voodoo;party;lawyer;blood;violence;mirror;attic;occult,6.4,573
71864,The Odd Life of Timothy Green,He's a force of nature.,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",8/15/2012,105,0,51854875,en,Fantasy;Drama;Comedy;Family,green;dodgeball;incredibile;timothy,6.5,386
